url,title,lead,content,data,category,tags
https://kulturarb.ru/ba/news/respublikala-jәshtәr-akciyaһy-үtte, Республикала йәштәр акцияһы үтте ,Na,"

25 августта Башҡортостанда «Диско-төн» исеме аҫтында республика йәштәр акцияһы үтте. Сараны республиканың Мәҙәниәт министрлығы, республика Халыҡ ижады үҙәге, район-ҡала хакимиәттәре ойошторҙо.
Дискотека асыҡ һауала ла, мәҙәниәт усаҡтарында ла үтте. Йәштәр акцияһында бейеүселәр, ди-джейҙар һәм ун алты йәштән олораҡ һәр теләгән кеше ҡатнашты. Сара сиктәрендә флешмоб, викториналар, төрлө конкурстар үтте.
 ","
	Шишәмбе, 28 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/bashkortostanda-ҡataj-yryuy-jәshtәre-jyjyny-үtte, Башкортостанда ҡатай ырыуы йәштәре йыйыны үтте ,Na,"

Белорет районының Ботай ауылында 7-се ҡатай ырыуы йәштәре йыйыны үтте. Мәртәбәле байрамға республиканың төрлө төбәктәренән, шулай уҡ күрше Силәбе, Ҡурған өлкәләренән ҡунаҡтар йыйылды. Йыйын йыр-моң менән үрелеп барҙы. Спорт ярыштары, күңелле уйындар ойошторолдо.
Йәштәр йыйыны тип исемләнһә лә, хозур тәбиғәтле Ботай ауылы эргәһендәге мәртәбәле ҡорға олоһо ла, кесеһе лә йыйылды. Мәртәбәле сараға килеүселәрҙе Башҡортостан Республикаһының Мәҙәниәт министры урынбаҫары Рәнис Алтынбаев тәбрикләне. Ҡатай ырыуының иң әүҙем вәкилдәре маҡтау ҡағыҙҙары менән бүләкләнде.
Йәштәр йыйынында ҡатнашыусылар даирәһе йылдан-йыл киңәйә. Ойоштороусылар әйтеүенсә, күрше өлкәләрҙән милләттәштәребеҙҙең күпләп килеүе лә байрамға бермә-бер мәртәбә өҫтәй. Сара йәш быуынды боронғо йолаларға ылыҡтырыу, уларҙы илһөйәрлек рухында тәрбиәләү, рухи тамырҙарыбыҙҙы барлау, туғанлыҡты нығытыу ниәтендә лә ойошторолдо. Йыйын үткән аҡлан һабантуй майҙанын хәтерләтте. Сәхнәнән йыр-моң ағылды. Сағыу тирмәләр ҡоролдо, уңған хужабикәләр халыҡҡа ҡул эштәре, тәмле аш-һыуҙарын тәҡдим итте. Еңгәҙе уңғаны Гөлназ Янбаева был яҡтарҙа оҫта кейеҙ баҫыусы һәм аш-һыу оҫтаһы булараҡ та танылған.
Ошо уҡ минуттарҙа йыйын майҙанында спорт ярыштары ҡыҙҙы. Гер күтәреү, уҡтан атыу, ат сабыштары һәм ҡатай көрәше. Уларҙың һәр ҡайһыһын халыҡ ҡыҙыҡһынып күҙәтте. Ырыуҙаштар Ҡатай һылыуын һайланы. Ҡыйғы районынан килгән Айзилә Мәхмүтова ла был ырыуҙың сая ҡыҙҙарының береһе - ул уҡтан атыу менән ҡыҙыҡһына. Бәйгелә тәүгә ҡатнашыуына ҡарамаҫтан, ҡыҙ мәргәнлеге һәм оҫталығы менән барыһын да таң ҡалдырҙы.
Ырыуҙаштар осрашыуы һәр кемдең күңеленә хуш килде. Йыйында киләсәктә бындай байрамдарҙы йышыраҡ үткәрергә кәрәк тигән тәҡдимдәр яңғыраны. Туғанлыҡ ептәрен нығытыусы йыйын ысын мәғәнәһендә күркәм йолаға әйләнә бара. Киләһе йыл ырыуҙаштар осрашыуын Ҡыйғы районының Алағуз ауылында уҙғарырға ҡарар ителде.
Сығанаҡ: bash.news
 ","
	Дүшәмбе, 27 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/өfөlә-kino-tөnө-bөtә-rәsәj-akciyaһy-үtә, Өфөлә «Кино төнө» Бөтә Рәсәй акцияһы үтә ,Na,"

Быйыл сараны ойоштороусолар өс майҙан әҙерләй. Ленин майҙанында рус драма театры янында «Танки», «Рубеж» фильмдары, шулай уҡ Айнур Асҡаровтың «Из Уфы ,с любовью!» фильмы халыҡ иғтибарына сығарыласаҡ.
Шулай уҡ, йәш тамашасылар иғтибарына «Башҡортостан» киностудияһы әҙерләгән иң яҡшы йәнһүрәттәр йыйынтығы тәҡдим ителәсәк. «Родина» кинотеатрында иһә башҡорт режиссерҙарының эше күрһәтеләсәк.
Өсөнсө майҙансыҡ - Хәрби Дан республика музейы. Бында режиссер Михаил Слуцкийҙың «День войны» киноһы күрһәтеләсәк. Сара Өфөлә өсөнсө тапҡыр ойошторола. Бар фильмдарҙы ҡарау бушлай.
 ","
	Йома, 24 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/respublikala-bashҡort-baly-etnofestivale-үtte, Республикала Башҡорт балы этнофестивале үтте ,Na,"

Бөрйән районы үҙенең хозур тәбиғәте һәм Шүлгәнташ мәмерйәһенән тыш, башҡорт балы менән дә дан тота. Урта рус бал ҡорто тоҡомоноң Бөрйән популяцияһын һаҡлау, солоҡсолоҡто һәм умартасылыҡты популярлаштырыу маҡсатында дүртенсе тапҡыр төбәктә ""Бөрйән балы - башҡорт даны"" халыҡ-ара этнофестивале үтте. Күләмле сара умартасылар араһында тәжрибә уртаҡлашыу, кәсепкә бәйле кәрәк-яраҡ, ҡорамалдар етештереүселәргә һатыу баҙарын киңәйтеүгә йүнәлтелгән.
Бөрйәндәр төбәккә килгән һәр ҡунаҡты башҡорт балы менән ҡаршы ала. Сөнки урындағы халыҡ ҡортсолоҡ һәм солоҡсолоҡ менән элек-электән шөғөлләнә. Был кәсепкә тоғролоҡто улар әле лә ҡәҙерләп һаҡлай. Шуның өсөн республикала йыл һайын уҙғарылған Бал фестиваленең тап бөрйәндә үткәрелеүе һис тә осраҡлы түгел. Биләмәһенең 92 процентын урман ҡаплаған, йөҙйәшәр ағастары һайын солоғо булған төбәктә ерҙе ҡуртымға алып, татлы продукция етештерергә киң мөмкинлектәр бар. Был йәһәттән урындағы халыҡ тәбиғи ниғмәттәрҙе дөрөҫ файҙаланып, йәшәү сығанағына әйләндергән.
Район үҙәге янындағы Арғыҙма яланы был көндө милли моң-көйгә күмелде. Байрам барышында төрлө мәҙәни саралар ойошторолоп, халҡыбыҙҙың матур йолалары, ғөрөф-ғәҙәттәре, боронғо йәшәйеше тамашасы иғтибарына тәҡдим ителде. Килгән ҡунаҡтар тирмәләргә инеп, боронғолоҡҡа ""сумды"", ҡортсолоҡ-солоҡсолоҡ тарихы менән танышып, ысын оҫталарҙың бәйгеләрен ҙур ҡыҙыҡһыныу менән күҙәтте.
Халыҡ-ара бал фестиваленә төрлө тарафтарҙан бик күп ҡунаҡтар йыйылды. Танылған яҡут режиссеры Андрей Борисов әйтеүенсә, башҡорт балының даны илдең алыҫ көнсығыш төбәктәрендә лә киң билдәле. Ул Башҡортостанға ""Урал батыр"" эпосын сәхнәләштереү өсөн килгән. Йәнбикә менән Йәнбирҙенең эҙҙәрен һаҡлаған төбәк һауаһын һулау спектаклде тағы ла сағыуыраҡ итеп ҡуйырға этәргес бирәсәк, ти билдәле режиссер.
Бал байрамының тағы ла бер маҡсаты экологик туризм тармағына иғтибарҙы арттырыу. Был йәһәттән Бөрйән районы йылдан-йыл туристарҙы күберәк йәлеп итә. Бер үк ваҡытта халыҡ-ара этнофестиваль 2021 йылда Башҡортостанда үтәсәк Апимондия конгресына әҙерлек тә булып тора.
Сығанаҡ: bash.news
 ","
	Кесе йома, 23 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/sibaj-koncert-teatr-berekmәһe-vәkildәre-astanala-үtkәn-jyjynda-ҡatnashty, Сибай концерт-театр берекмәһе вәкилдәре Астанала үткән йыйында ҡатнашты ,Na,"

Ҡаҙағстандың баш ҡалаһы Астаналағы “Аҡбуҙат” башҡорт этномәҙәни берләшмәһе ошо йылдың 18 авгусында оло йыйынына йыйҙы. Был сара Астана ҡалаһының 20 йыллығы сиктәрендә үтте.
Сарала Рәсәй Федерацияһының Ҡаҙағстандағы вәкиллеге, Астана ҡалаһы хакимиәте, Астана ҡалаһының Ҡаҙағстан халҡы Ассамблеяһы, Астана ҡалаһындағы этомәҙәни берләшмәләр вәкилдәре һәм Ҡаҙағстандың төрлө төбәктәрендә йәшәүсе башҡорт зыялылары ҡатнашты.
Рәсәй Федерацияһы һәм Башҡортостан Республикаһы исеменән беҙҙең Сибай концерт-театр берекмәһе вәкилдәре: концерт-театр берекмәһе директоры – Башҡортостандың атҡаҙанған артисы Айбулат Минеғәле улы Ҡотошов етәкселегендәге делегация составында популяр йырсылар Башҡортостандың атҡаҙанған мәҙәниәт хеҙмәткәре Рәмил Туйсин, халыҡ-ара һәм республика йыр бәйгеләре лауреаттары Сөмбөл Моратова, Зәлиә Нурлы, Ғаяз Ғәйетбаев, “Сибай” халыҡ бейеүҙәре ансамбле бейеүсеһе Регина Иҫәнбаева ҡатнашты.
 ","
	Шаршамбы, 22 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/өfөlә-syңғyҙhandyң-aҡ-boloto-sәhnә-әҫәre-tәҡdim-itelәsәk, Өфөлә “Сыңғыҙхандың аҡ болото” сәхнә әҫәре тәҡдим ителәсәк ,Na,"

Бөгөн театрҙа артистар яңы әҫәр менән танышты – режиссер Азат Нәҙерғолов Сыңғыҙ Айытматовтың “Быуаттан да оҙон көн” романының тәүге вариантына инмәй ҡалған, һуңынан ғына өҫтәлеп киткән “Сыңғыҙхандың аҡ болото” исемле бүлек буйынса яңы сәхнә әҫәре тәҡдим итә, пьеса авторы – Елена Баранчикова. Ижади командала – балетмейстер Ирина Филиппова (Мәскәү), рәссам Альберт Нестеров, композитор Урал Иҙелбаев, сәхнә хәрәкәттәрен ҡуйыусы Роберт Йылҡыбаев (Мәскәү). 
Көҙ айында донъя күрәсәк спектаклдә артистар Хөрмәтулла Үтәшев, Светлана Хәкимова, Эльвира Юнысова, Азамат Ғафаров, Руслан Хайсаров, Урал Әминов, Ринат Баймырҙин, Руслан Хәсәнов, Артур Кәбиров, Илгиза Ғильманова, Зилия Ситдиҡова, Сара Буранбаева, Нурия Ирсаева, Илсур Байымов, Юнир Ҡоланбаев ҡатнашалар. 
Әҫәр менән танышҡан көндө ҡуйыусы-режиссер Азат Әхмәҙулла улы һәм балетмейстер Ирина Николаевна буласаҡ спектакль тураһында һөйләшеү барышында: “Сыңғыҙханға беҙ башҡа күҙлектән ҡарарға тәҡдим итәбеҙ, ул донъяны яулап алыусы яуыз илбаҫар ғына булмаған, шул уҡ ваҡытта ул кеше. Сыңғыҙхан темаһын фәлсәфәүи, тормошсан яҡтан асырға теләк бар” – тинеләр. Ижадсыларға уңыштар теләйбеҙ!
 
 ","
	Йома, 17 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/өfөlә-kino-tөnө-2018-bөtә-rәsәj-akciyaһy-үtә, Өфөлә «Кино төнө - 2018» Бөтә Рәсәй акцияһы үтә ,Na,"

25 августта Бөтә Рәсәй буйынса ""Кино төнө - 2018"" акцияһы уҙа. Сара сиктәрендә популяр Рәсәй фильмдарын күрһәтәтәсәктәр. 
Тамашасылар «Танки», «Рубеж», «Последний богатырь» фильмдарын ҡарай аласаҡ. Билдәләп үтергә кәрәк, 2016 йылда был акция тәүге тапҡыр ойошторолғайны. 
Иҫегеҙгә төшөрәбеҙ, акция сиктәрендә ниндәй фильмды күрһәтеү өсөн, Интернет селтәрендә тауыш бирҙеләр.
 
 ","
	Кесе йома, 16 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/bashҡortostandyң-keskәj-һylyuҡajy-2018-respublika-maturlyҡ-konkursy-uҙa, “Башҡортостандың кескәй һылыуҡайы-2018” республика матурлыҡ конкурсы уҙа ,Na,"

“Башҡортостандың кескәй һылыуҡайы-2018” республика матурлыҡ конкурсына ғаризалар ҡабул ителә.
Унда ҡатнашыу өсөн 6-13 йәшлек һәләтле ҡыҙҙар саҡырыла. Ярыш шарттары буйынса, йәш моделдәр өсөн фотосессия, кейем күрһәтеү һәм ижади номерҙар ойошторола. Еңеүселәр бөтә Рәсәй һәм халыҡ-ара балалар конкурсына саҡырыла.
Финал 20 августа Мәжит Ғафури исемендәге Башҡорт дәүләт академия драма театрында уҙа.
Сығанаҡ: yuldashfm.ru 
 
 ","
	Шаршамбы, 15 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/eduard-uspenskij-vafat-buldy, Эдуард Успенский вафат булды ,Na,"

Мәскәүҙә 80 йәшендә танылған яҙыусы Эдуард Успенский вафат булды. Был турала ТАСС агентлығы хәбәр итә.
Балалар уны «Дядя Федор, пес и кот», «Крокодил Гена и его друзья» китаптары аша яҡшы белә. Яҙыусының сценарийҙары һәм әҫәрҙәре буйынса 60-тан ашыу йәнһүрәт төшөрөлгән. Чебурашка, Крокодил Гена, Дядя Фёдор, Матроскин күптәрҙең яратҡан геройына әүерелде.
Яҙыусының әҫәрҙәре 25-тән ашыу телгә тәржемә ителгән.
 ","
	Шаршамбы, 15 август 2018",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/fedor-shalyapin-isemendәge-2-se-halyҡ-ara-konkursҡa-zayavkalar-ҡabul-itelә, Федор Шаляпин исемендәге 2-се Халыҡ-ара конкурсҡа заявкалар ҡабул ителә ,Na,"

Федор Шаляпин исемендәге 2-се Халыҡ-ара конкурсҡа заявкалар 20-се авгусҡа тиклем ҡабул ителә.
Ҡатнашыусылар юлланған видео яҙмалар буйынса билдәләнә. Бәйге ике турҙан тора: фортепиано оҙатыуында ариялар һәм романстар, симфоник оркестр оҙатыуында ариялар. Гран-При яулаусыға 350 мең һум күләмендә аҡсалата премия ҡаралған.
Бәйге 20 сентябрҙән 25-се сентәбргә тиклем уҙғарыла. Баһалама комиссия рәйесе - Башҡортостандың халыҡ артисы, халыҡ-ара конкурстар лауреаты Асҡар Абдразаҡов. Тулы мәғлүмәт Башҡорт дәүләт опера һәм балет театры сайтында урынлаштырылған.
 
 ","
	Шаршамбы, 15 август 2018",Яңылыҡтар,Na
