url,title,lead,content,data,category,tags
https://kulturarb.ru/ba/news/bөgөn-һәm-irtәgә-өfөlә-bashҡort-jyry-televizion-konkursynyң-gala-koncerty, Бөгөн һәм иртәгә Өфөлә – «Башҡорт йыры» телевизион конкурсының Гала-концерты  ,Na,"

29 һәм 30 ноябрҙә «Башҡортостан» дәүләт концерт залында «Башҡорт йыры» телевизион конкурсының Гала-концерты үтә.
«10 йыл дауамында тамашасыһын һөйндөргән концерт быйыл да үҙенсәлекле буласаҡ, конкурсанттар тәүгә Башҡортостандың Милли симфоник оркестры менән берлектә сығыш яһаясаҡ. Тамашаның махсус ҡунағы Рәсәйҙең ҙур академия дәүләт театры дирижеры Дмитрий Крюков була», – тине «Башҡорт йыры» проекты мөхәррире Лариса Ҡужагилдина.
Әйткйндәй, йылдан-йыл фестивалдең географияһы киңәйеүе менән дә алдыра. Конкурсанттар Башҡортостандан тыш, Татарстан, Ырымбур, Силәбе өлкәһе һәм башҡа төбәктәрҙән дә килә. Концерт яҙмаһы Яңы йыл төнөндә, Башҡортостан юлдаш телевидениеһында күрһәтелә.
 Билеттар киләһе һылтанма буйынса: http://biletbar.ru/ йә +7 (962) 520-34-89 номеры аша ала алаһығыҙ. 
 ","
	Йома, 29 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/mәskәүҙәn-vetnamғa-fәjzi-ғәskәrov-isemendәge-dәүlәt-akademiya-ansambleneң-syғyshtary, Мәскәүҙән – Вьетнамға: Фәйзи Ғәскәров исемендәге дәүләт академия ансамбленең сығыштары ,Na,"

Фәйзи Ғәскәров исемендәге дәүләт академия халыҡ бейеүҙәре ансамбле Мәскәүҙең Кремль һарайында сығыш яһаны. Ижади коллектив Людмила Зыкинаның тыуыуына 90 йыл тулыуға арналған хәтер кисәһендә ҡатнашты.
Рәсәйҙең баш ҡалаһының тамашасыларына башҡорт ансамбле 1939 йылда легендар балетмейстр тарафынан ҡуйылған «Зарифа» бейеүен тәҡдим итте. Концертта улар менән бер сәхнәлә илдең билдәле эстрада йырсылары һәм бейеү коллективтары сығыш яһаны.
Мәскәүҙән һуң ғәскәровсылар тура Вьетнамға юлланды. Ансамблдең 80 йыллығына арналған гастролдәр көнсығыш илдә аҙна-ун көнгә иҫәпләнгән. Тамашасы иғтибарына башҡорт хореографияһының «алтын фонды»на ингән бейеү өлгөләре тәҡдим ителә.
Тулыраҡ: https://kulturarb.ru/ru/news/ansambl-im-f-gaskarova-pribyl-s-gastrolyami-v-stolicu-vetnama 
 ","
	Йома, 29 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/otdajte-svoj-golos-za-luchshij-spektakl-v-pfo-copy," Тауышты бирегеҙ, дуҫтар! ",Na,"

Рәсәйҙә Театр йылының иң сағыу йәштәр проекты – «Театраль Волга буйы» фестиваленең мәктәп һәм студент тамашаларын 100 меңдән ашыу кеше ҡараны. Спектаклдәрҙә Волга буйы федераль округы төбәктәренән ете меңдән ашыу йәш актер, уҡыусы һәм студент ҡатнашты. Шулай уҡ, республикабыҙҙан фестивалдә М. Аҡмулла исемендәге Башҡорт дәүләт педагогия университетының «Ҡорос» һәм Межгорье ҡалаһынан «Пауза» театрҙары ҡатнашты.
Ижади йәштәр өсөн күләмле ваҡиғаны ойоштороу идеяһы – Рәсәй Президентының Волга буйы федераль округындағы тулы хоҡуҡлы вәкиле Игорь Комаровтың шәхси башланғысы.
Мәғлүм булыуынса, 30 ноябрҙә тауыш биреүгә йомғаҡ яһала һәм «Иң яҡшы мәктәп театры», «Иң яҡшы студент театры», «Иң яҡшы режиссер», «Иң яҡшы актер», «Иң яҡшы актрисам» тигән номинацияларҙа еңеүселәр билдәләнә.
Тауыш биреү 29 ноябрҙә Мәскәү ваҡыты буйынса көндөҙгө сәғәт 1-ҙә башлана һәм 30 ноябрҙә шулай уҡ Мәскәү ваҡыты буйынса көндөҙгө 1-ҙә тамамлана.
Сығанаҡ: https://kulturarb.ru/ru/news/otdajte-svoj-golos-za-luchshij-spektakl-v-pfo
 ","
	Йома, 29 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/tәүge-tapҡyr-milәүshә-mortazina-prizyna-berense-bөtә-rәsәj-vokalsylar-konkursy-uҙғaryla, Тәүге тапҡыр –  Миләүшә Мортазина призына Беренсе Бөтә Рәсәй вокалсылар конкурсы уҙғарыла ,Na,"

2-4 декабрҙә Башҡортостандың баш ҡалаһында тәүге тапҡыр Миләүшә Мортазина призына Беренсе Бөтә Рәсәй вокалсылар конкурсы уҙғарыла. Конкурсты легендар педагог ярты быуаттан ашыу эшләгән Заһир Исмәғилев исемендәге Өфө дәүләт сәнғәт институты ойоштора.
Сара 2 декабрҙә иртәнге сәғәт 10-да Шаляпин исемендәге концерт залында асыла. Ҡатнашыусылар өсөн йәрәбә һалына. Конкурс тыңлауҙары 2 һәм 3 декабрҙә дауам итә. 4 декабрҙә сәғәт 12-лә еңеүселәрҙе бүләкләү тантанаһы һәм гала-концерт була.
Өфө дәүләт сәнғәт институтынан хәбәр итеүҙәренсә, конкурсҡа республикабыҙ, шулай уҡ Екатеринбург, Ҡазан, Магнитогорск, Силәбе, Пермь башҡарыусыларынан 100-гә яҡын ғариза килгән. Улар — мәҙәниәт һәм сәнғәт колледждарының йыр бүлектәре, «Академик йырлау» йүнәлеше буйынса музыка юғары уҡыу йорттары студенттары. Конкурс йәш төркөмдәре буйынса «Яңғыҙ йырлау» номинацияһында уҙғарыла.
 ","
	Йома, 29 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/өfөlә-hәҙerge-rәsәj-tөbәk-enciklopedistikaһy-unyң-jәmғiәttәge-uryny-һәm-role-үҫesh-perspektivalary-bөtә-rәsәj-fәnni-ғәmәli-konferenciyaһy-үtte," Өфөлә «Хәҙерге Рәсәй төбәк энциклопедистикаһы: уның йәмғиәттәге урыны һәм роле, үҫеш перспективалары» Бөтә Рәсәй фәнни-ғәмәли конференцияһы үтте ",Na,"

Өфөлә ике көн дауамында “Хәҙерге Рәсәй төбәк энциклопедистикаһы: уның йәмғиәттәге урыны һәм роле, үҫеш перспективалары” тип аталған халыҡ-ара кимәлдәге Бөтә Рәсәй фәнни-ғәмәли конференцияһы үтте. Уның эшендә Азербайжан, Ҡаҙағстан кеүек сит илдәр вәкилдәре, Мәскәү ҡалаһы, Башҡортостан, Татарстан, Коми, Саха (Яҡут), Тыва кеүек Рәсәй төбәктәре ғалимдары ҡатнашты. 
Сараны Башҡортостан Фәндәр академияһы президенты, педагогика фәндәре докторы Әлфис Ғаязов асып, республика Башлығы Радий Хәбировтың тәбрикләү сәләмен уҡып ишеттерҙе. Радий Фәрит улы үҙенең ҡотлау хатында энциклопедия эшмәкәрлегенең мөһимлеген һәм уны заманса шарттарға яраҡлаштырыу зарурлығын билдәләгәйне.
Тулыраҡ: бында.
 
 ","
	Йома, 29 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/өfөlә-vatan-gerojҙary-kөnөnә-arnalғan-saralar-ojoshtorola, Өфөлә Ватан Геройҙары көнөнә арналған саралар ойошторола ,Na,"

Өфө 9 декабрҙә билдәләнгән Ватан Геройҙары көнөн байрам итеүгә ҡушыла. Иҫтәлекле дата Рәсәй империяһының юғары хәрби наградаһы – Изге Георгий орденын булдырыу менән бәйле. Был көндә Советтар Союзы Геройҙарын, Рәсәй Федерацияһы Геройҙарын, Изге Георгий ордены һәм Дан ордены кавалерҙарын хөрмәтләйҙәр, геройҙарҙы иҫкә алалар. 
6 декабрҙә Башҡортостанда Рәсәй Президентының Волга буйы федераль округындағы тулы хоҡуҡлы вәкиле Игорь Комаров тәҡдиме менән Ватан Геройҙары көнөнә бағышланған округ сараһын үткәреү күҙаллана. 
Тантаналарҙа Волга буйы федераль округынан Ватан Геройҙары һәм һәләк булған (үлгән) Ватан һаҡсыларының туғандары — бөтәһе 100-гә яҡын кеше ҡатнаша. 
Өфөлә 6 декабрҙә байрам концерты, Еңеү паркында мемориалдарға сәскәләр һалыу һәм республика башлығы Радий Хәбиров исеменән тантаналы ҡабул итеү ойошторола. Баш ҡала мәктәптәрендә Ватан Геройҙары ҡатнашлығында батырлыҡ дәрестәре үткәрелә. Абруйлы ҡунаҡтар шулай уҡ ике тапҡыр Советтар Союзы Геройы Муса Гәрәев исемендәге башланғыс осош әҙерлеге алып барылған дөйөм белем биреү мәктәп-интернатына бара.
 ","
	Йома, 29 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/beloret-rajonynda-bashҡortostandyң-halyҡ-artisy-ғәli-hәmzin-isemendәge-jyr-bәjgeһe-үtte, Белорет районында Башҡортостандың халыҡ артисы Ғәли Хәмзин исемендәге йыр бәйгеһе үтте ,Na,"

Белорет районында Башҡортостандың халыҡ артисы Ғәли Хәмзин исемендәге йыр бәйгеһе үтте. Халыҡ һәм эстрада йырҙарын башҡарыусыларҙың муниципаль конкурсы быйыл 4-се тапҡыр ғына ойошторолдо. Һайлап алыу турҙары аша 100-ҙән ашыу башҡарыусы үҙ мөмкинлеген һынап ҡараны. Конкурстың финалы йырсының тыуған төйәге Белорет районы Әхмәр ауыл мәҙәниәт йортонда ойошторолған ҙур тамашаға әйләнде.
Ғәли Хәмзин - Башҡортостандың халыҡ артисы, С. Юлаев исемендәге дәүләт премияһы һәм Бөтә Рәсәй халыҡ йырҙарын башҡарыусылар конкурсы лауреаты. Ул Башҡортостанда ғына түгел, Рәсәй, сит ил сәхнәләрендә лә сығыш яһап, бик күп тамашасыларҙың һөйөүен яулаған маһир йырсыларыбыҙҙың береһе булды. Ғәли Хәмзин ынйы-гәүһәрҙәргә тиң халҡыбыҙ моңдары менән бер рәттән классик, эстрада йырҙарын да берҙәй оҫта, юғары кимәлдә башҡарған киң диапазонлы профессиональ йырҙар башҡара ине. «Йәдкәр» фольклор-эстрада төркөмөнөң тәү маҡсатына тоғро ҡалып, юғары маҡсаттарға ирешеүендә Ғәли Хәмзиндың хеҙмәте баһалап бөткөһөҙ.
Ғәли Ғәббәс улы 1981 йылда Өфө сәнғәт институтының вокал бүлеген тамамлай һәм «Йәдкәр» фольклор-эстрада төркөмөндә эш башлай. 1985 йылда Краснодар ҡалаһында үткән халыҡ йырҙарын башҡарыусылар конкурсында лауреат исемен яулап, 1 премияға лайыҡ булыу, артистың артабанғы ижадына көс-дәрт өҫтәй, этәргес булып тора. Йырсы үҙенсәлекле, бәрхәт кеүек йомшаҡ тауышы менән халыҡ араһында киң танылыу таба. Уның башҡарыуында «Сибай», «Ҡурайсы егет», «Тәфтиләү», «Ирәндек», «Любизар», «Хәйрүләкәй» һәм башҡа бик күп халыҡ йырҙары башҡарылышы менән айырылып торҙо. Ғ. Хәмзин композиторҙар Заһир Исмәғилев, Хөсәйен Әхмәтов, Рим Хәсәнов, Роберт Ғәзизов йырҙарын яратып башҡарҙы. Рус һәм Көнбайыш классик әҫәрҙәрен дә оҫта башҡарған Ғәли Хәмзиндың сығыштарын Башҡортостан халҡы ғына түгел, сит ил тамашасыһы ла һәр саҡ көтөп алып, дәррәү алҡыштар менән оҙата -ҡаршы ала ине.
 ","
	Кесе йома, 28 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/bөgөn-өfөlә-kәrim-hәkimovҡa-memorial-taҡtatash-asyldy, Бөгөн Өфөлә Кәрим Хәкимовҡа мемориаль таҡтаташ асылды ,Na,"

Бөгөн Өфөлә, Рәсәй Ислам университетында, СССР-ҙың беренсе дипломаты Кәрим Хәкимовҡа мемориаль таҡтаташ асылды. Буласаҡ илсе 1910-1911 йылдарҙа ошонда (ХХ башында «Ғәлиә» мәҙрәсәһе) уҡыған. Ошо тураһында «Башинформ» мәғлүмәт агентлығы хәбәр итә.
Таҡтаташты асыу тантанаһына Юғары мөфтөй, Рәсәй мосолмандарының Үҙәк диниә назараты рәйесе Тәлғәт Тажетдин, Кәрим Хәкимовтың туғанының ейәнсәре Зарема Ғиндуллина һәм «Рәсәй — Ислам донъяһы» стратегик ҡараш төркөмөнөң V ултырышында ҡатнашыусылар килде.
 ","
	Кесе йома, 28 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/novaya-stranica-v-istorii-bashkirskoj-multiplikacii-v-ufe-prezentovali-proekt-balalar-2-copy, Өфөлә Кескәй балалар өсөн яңы башҡорт проект тәҡдим ителде ,Na,"

Кисә, «Родина» кинотеатрында кескәй балалар һәм уларҙың ата-әсәләр өсөн яңы башҡорт проект тәҡдим ителде – BALALAR башҡорт йәнһүрәтен презентацияһы үтте. Проект республика башлығы грантына ғәмәлгә ашырыла.

 «Был башҡорт йәнһүрәтендә без Айыу, Төлкө, Бесәй һәм Бүре менән бергә төҫтәрҙе һәм йыл миҙгелдәрен өйрәнәбеҙ», – тинеләр ойошороуысылар.

Премьера уңайынан кинотеатр холында Урал батыр һәм Айһылыу ҡатнашлығында мауыҡтырғыс уйындар, бейеүҙәр, шулай уҡ һабын ҡыуыҡтары шоуы, аквагрим менән балалар байрамы ойошторолдо. Һәр бала бүләккә йәнһүрәт геройҙары менән йәбештергестәр һәм шарҙар алды.
Проект инициаторҙары һәм етәкселәре — Рузилә һәм Илдар Кинйәбулатовтар; проекттың pr-менеджеры Фатима Янбаева; йәнһүрәттең төп геройҙарын тауышландырған балалар: Бесәй — Азалия Ҡоләхмәтова, Төлкө — Йәмилә Хисаметдинова, Бүре — Искәндәр Мөхәмәтйәнов, Айыу — Илназар Әхмәтйәнов.
Ижади төркөмдөң башҡа ағзалары премьераны социаль селтәрҙәрҙең тура эфирында ҡараны: Гөлдәр Ишҡыуатова — йырҙар авторы, Марат Фәйзуллин Татурас — тауыш режиссеры, Эльвира Ғәлимуллина — рәссам, Сергей Дудин — аниматор, Раил Сәлимов — менеджер, Әлфир Илбаҡтин — башҡарыусы.
Тулы мәғлүмәт:  https://kulturarb.ru/ru/news/novaya-stranica-v-istorii-bashkirskoj-multiplikacii-v-ufe-prezentovali-proekt-balalar-2 
 ","
	Шаршамбы, 27 ноябрь 2019",Яңылыҡтар,Na
https://kulturarb.ru/ba/news/respublikabyҙҙa-bashҡort-telen-yaratam-konkursy-үҙғaryla, Республикабыҙҙа «Башҡорт телен яратам» конкурсы үҙғарыла ,Na,"

Бөтә донъя башҡорттары ҡоролтайы Башҡарма комитетының «Башҡорт телен яратам» конкурсын тәҡдим итә! Барығыҙҙы ла Башҡорт теле көнөнә ҡарата ойошторолған ижади бәйгелә ҡатнашырға саҡыралар. Еңеүселәрҙе Бөтә донъя башҡорттары ҡоролтайы Башҡарма комитеты диплом һәм бүләктәр менән билдәләйәсәк. Бүләкләү тантанаһы урыны һәм теүәл ваҡыты социаль селтәрҙәрҙә иғлан ителәсәк. 
 Социаль селтәрҙәрҙә дүрт йүнәлеш буйынса интернет-конкурс иғлан ителә. 
 1. «Һаумы, һаумы, әкиәт!»  2. «Мин башҡортса уҡыйым»  3. “Театрлаштырылған күренеш""  4. “Матур яҙыу дәфтәре” башҡортса текстар марафоны 
 Конкурстың положениеһы менән ҠОРОЛТАЙ/КУРУЛТАЙҙың «Бәйләнештә» селтәрендәге рәсми битендә танышырға мөмкин. Эштәр «конкурс» билдәһе менән 8 декабргә тиклем Этот адрес электронной почты защищён от спам-ботов. У вас должен быть включен JavaScript для просмотра. адресына ебәрелә һәм #ҡоролтай #Башҡорттелекөнө хештегтары менән социаль селтәрҙәрҙә ҡуйыла. 
 «Һаумы, һаумы, әкиәт», «Театрлаштырылған күренеш, «Матур яҙыу дәфтәре» конкурстарына ерле һөйләштәр өсөн хас үҙенсәлекле телмәр ҡулланылған эштәр ҙә ҡабул ителә. 
 Башҡорт теле көнө - 2019 сәхифәһенә рәхим итегеҙ! Конкурс тураһында тулыраҡ мәғлүмәт өсөн телефондар: 8 (347) 246-31-62, 246-32-47
 ","
	Шаршамбы, 27 ноябрь 2019",Яңылыҡтар,Na
